country,state,customer_id,phone,country_code,file_name,ingest_timestamp,region
United Kingdom,SCT,CUST000000000483,448347495733.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Scotland
India,UP,CUST000000000484,917595010947.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,TS,CUST000000000485,919414625677.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
Singapore,SG,CUST000000000486,Not Available,SG,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Singapore
India,KL,CUST000000000487,917412444063.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United Arab Emirates,AUH,CUST000000000488,9718496345897.0,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Abu Dhabi
India,GJ,CUST000000000489,919751979304.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,TS,CUST000000000490,919944060501.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United Arab Emirates,SHJ,CUST000000000491,9719194115421.0,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Sharjah
Canada,QC,CUST000000000492,16927368424.0,CA,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,East
United Arab Emirates,SHJ,CUST000000000493,9716338126802.0,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Sharjah
India,MH,CUST000000000494,919681196313.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,GJ,CUST000000000495,917752054747.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
Canada,QC,CUST000000000496,17839986554.0,CA,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,East
Canada,ON,CUST000000000497,16679669638.0,CA,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,East
India,KA,CUST000000000498,917172769954.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,WB,CUST000000000499,917387770156.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United States,TX,CUST000000000500,17141031405.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United Kingdom,WLS,CUST000000000501,446257949127.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Wales
United States,IL,CUST000000000502,18531490428.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Other
United Kingdom,WLS,CUST000000000503,448452455733.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Wales
United Kingdom,NIR,CUST000000000504,447026165349.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Northern Ireland
Australia,VIC,CUST000000000505,616547350775.0,AU,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,SouthEast
Canada,QC,CUST000000000506,16894415392.0,CA,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,East
India,WB,CUST000000000507,918794323366.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,TN,CUST000000000508,919205645271.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
Canada,AB,CUST000000000509,18228189978.0,CA,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,UP,CUST000000000510,918941624875.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,GJ,CUST000000000511,919891178150.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,TN,CUST000000000512,Not Available,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,DL,CUST000000000513,Not Available,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United States,MA,CUST000000000514,17954687295.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,NorthEast
United States,CA,CUST000000000515,19130262596.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,GJ,CUST000000000516,918464703130.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
United Arab Emirates,DU,CUST000000000517,9718003948127.0,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Dubai
United Kingdom,SCT,CUST000000000518,448702263445.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Scotland
India,DL,CUST000000000519,919187127429.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United Arab Emirates,AUH,CUST000000000520,9718405959025.0,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Abu Dhabi
India,KA,CUST000000000521,Not Available,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
Singapore,SG,CUST000000000522,656101390022.0,SG,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Singapore
India,TN,CUST000000000523,916113018289.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,RJ,CUST000000000524,917714876190.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
Singapore,SG,CUST000000000525,657851992488.0,SG,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Singapore
India,KL,CUST000000000526,919036317198.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,WB,CUST000000000527,919813116266.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United States,FL,CUST000000000528,19095883515.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,KL,CUST000000000529,918977715933.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
Singapore,SG,CUST000000000530,659655557750.0,SG,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Singapore
United States,NJ,CUST000000000531,17675090817.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,NorthEast
United Kingdom,NIR,CUST000000000532,446594717863.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Northern Ireland
United Arab Emirates,AUH,CUST000000000533,9717513794186.0,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Abu Dhabi
Australia,VIC,CUST000000000534,Not Available,AU,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,SouthEast
India,TS,CUST000000000535,916086579548.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United Kingdom,ENG,CUST000000000536,446906336239.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,England
India,GJ,CUST000000000537,919398716013.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,DL,CUST000000000538,919750395511.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,MH,CUST000000000539,918191857258.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,UP,CUST000000000540,917222289424.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,MH,CUST000000000541,Not Available,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
United States,FL,CUST000000000542,18551929054.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,WB,CUST000000000543,916409185974.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,TS,CUST000000000544,917806405839.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
Canada,QC,CUST000000000545,17630303064.0,CA,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,East
India,TS,CUST000000000546,916193977148.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,RJ,CUST000000000547,916330330956.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,TS,CUST000000000548,916238927463.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,KA,CUST000000000549,917349192239.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,UP,CUST000000000550,919841248022.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,WB,CUST000000000551,918426682003.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United Kingdom,ENG,CUST000000000552,447057009101.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,England
India,UP,CUST000000000553,918700049790.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,TN,CUST000000000554,918284470011.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,KL,CUST000000000555,917837950693.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United Kingdom,WLS,CUST000000000556,Not Available,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Wales
India,TS,CUST000000000557,919306067379.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,RJ,CUST000000000558,918907988436.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,DL,CUST000000000559,916124519835.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
Australia,QLD,CUST000000000560,617385356887.0,AU,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,NorthEast
India,MH,CUST000000000561,918142118294.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,DL,CUST000000000562,917570089984.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United States,MA,CUST000000000563,16206991038.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,NorthEast
India,TS,CUST000000000564,919842276103.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,MH,CUST000000000565,917494716049.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
Australia,WA,CUST000000000566,618901208575.0,AU,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,MH,CUST000000000567,916641003775.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,RJ,CUST000000000568,919183468315.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,KL,CUST000000000569,917377178453.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United Arab Emirates,DU,CUST000000000570,9719654284471.0,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Dubai
India,KA,CUST000000000571,918089591809.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United Kingdom,ENG,CUST000000000572,446985561144.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,England
India,MH,CUST000000000573,916850055011.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,TN,CUST000000000574,919412628225.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United States,IL,CUST000000000575,Not Available,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Other
India,KL,CUST000000000576,916059076578.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,TS,CUST000000000577,916767385121.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,RJ,CUST000000000578,918708028527.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,DL,CUST000000000579,Not Available,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,MH,CUST000000000580,917238027571.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
Canada,BC,CUST000000000581,19676953244.0,CA,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,TS,CUST000000000582,918626784987.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,TS,CUST000000000583,918131564178.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,GJ,CUST000000000584,919040758818.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
Canada,ON,CUST000000000585,18645270591.0,CA,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,East
India,GJ,CUST000000000586,916295063880.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,UP,CUST000000000587,919889937116.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,RJ,CUST000000000588,916802974920.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,WB,CUST000000000589,918703923803.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,WB,CUST000000000590,919337198703.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United Arab Emirates,SHJ,CUST000000000591,9716696716313.0,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Sharjah
Australia,QLD,CUST000000000592,617491781180.0,AU,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,NorthEast
India,TN,CUST000000000593,917136784831.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United Arab Emirates,DU,CUST000000000594,9716876839491.0,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Dubai
India,TS,CUST000000000595,916357152281.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United Arab Emirates,SHJ,CUST000000000596,9718472590716.0,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Sharjah
India,WB,CUST000000000597,919570914266.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United Arab Emirates,DU,CUST000000000598,Not Available,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Dubai
United Kingdom,SCT,CUST000000000599,447367468429.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Scotland
Singapore,SG,CUST000000000600,Not Available,SG,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Singapore
India,DL,CUST000000000601,Not Available,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,KA,CUST000000000602,918287005054.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,WB,CUST000000000603,916885418685.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,UP,CUST000000000604,919152549770.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United States,FL,CUST000000000605,19528818067.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,KL,CUST000000000606,Not Available,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,KA,CUST000000000607,918626750668.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,WB,CUST000000000608,Not Available,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,RJ,CUST000000000609,Not Available,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
United Kingdom,WLS,CUST000000000610,448884562717.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Wales
India,TN,CUST000000000611,919020129570.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United States,WA,CUST000000000612,16281071101.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Other
United States,TX,CUST000000000613,19588274224.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,WB,CUST000000000614,916560380194.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United Kingdom,WLS,CUST000000000615,447195271999.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Wales
India,WB,CUST000000000616,917548146423.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,WB,CUST000000000617,919169499063.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United Kingdom,ENG,CUST000000000618,449921321044.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,England
United Kingdom,ENG,CUST000000000619,448454661355.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,England
India,DL,CUST000000000620,917864790046.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United Kingdom,SCT,CUST000000000621,448487815874.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Scotland
India,DL,CUST000000000622,917727201149.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United Arab Emirates,SHJ,CUST000000000623,Not Available,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Sharjah
India,RJ,CUST000000000624,918255510837.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,RJ,CUST000000000625,919434695145.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
Canada,BC,CUST000000000626,19314086077.0,CA,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
United Arab Emirates,SHJ,CUST000000000627,9716955788575.0,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Sharjah
India,TS,CUST000000000628,916943167908.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,TN,CUST000000000629,916360303227.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,KA,CUST000000000630,917338787679.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,KA,CUST000000000631,916984095834.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,MH,CUST000000000632,917691902815.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
United Kingdom,SCT,CUST000000000633,447841052394.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Scotland
India,TN,CUST000000000634,918338478195.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,TS,CUST000000000635,916967091002.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United States,FL,CUST000000000636,18572522690.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
Singapore,SG,CUST000000000637,656951186843.0,SG,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Singapore
India,TN,CUST000000000638,917797154078.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United Kingdom,ENG,CUST000000000639,446738564655.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,England
United States,CA,CUST000000000640,17842982163.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
United Arab Emirates,DU,CUST000000000641,9717310811500.0,AE,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Dubai
India,DL,CUST000000000642,919438190362.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
United Kingdom,SCT,CUST000000000643,449293933389.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Scotland
India,DL,CUST000000000644,Not Available,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,KL,CUST000000000645,917197512819.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
India,KA,CUST000000000646,918678816296.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United States,CA,CUST000000000647,19321107957.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,GJ,CUST000000000648,Not Available,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
United Kingdom,ENG,CUST000000000649,447444236376.0,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,England
United States,MA,CUST000000000650,17718768288.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,NorthEast
Australia,WA,CUST000000000651,617684213132.0,AU,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,TS,CUST000000000652,919010205161.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United Kingdom,ENG,CUST000000000653,Not Available,GB,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,England
India,GJ,CUST000000000654,917146539407.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
Singapore,SG,CUST000000000655,658027380403.0,SG,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,Singapore
Canada,ON,CUST000000000656,17640127158.0,CA,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,East
Australia,NSW,CUST000000000657,617967483279.0,AU,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,East
India,WB,CUST000000000658,917379477602.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,MH,CUST000000000659,918065843261.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,West
India,DL,CUST000000000660,918724279774.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,North
India,TN,CUST000000000661,917531363314.0,IN,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
United States,FL,CUST000000000662,16208576980.0,US,dbfs:/Volumes/ecommerce/source_data/raw/customers/customers.csv,2026-09-09T23:35:09.196Z,South
